"Name_of_Satellite_Alternate_Names"	Country/Org_of_UN_Registry	Country_of_Operator_Owner	Operator/Owner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Type_of_Orbit	Longitude_of_GEO_degrees	Perigee_km	Apogee_km	Eccentricity	Inclination_degrees	Period_minutes	Launch_Mass_kg	Dry_Mass_kg	Power_watts	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	COSPAR_Number	NORAD_Number	Comments		Source_Used_for_Orbital_Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																											
"EOS-PM_Aqua_Advanced_Microwave_Scanning_Radiometer_for_EOS_EOS_PM-1"	USA	USA/Japan/Brazil	NASA_-_Earth_Science_Enterprise/Japan_Meteorological_Agency/Brazilian_Space_Agency	Government	Earth_Observation	Earth_Science	LEO	Sun-Synchronous	0	701	704	2.12E-04	98.2	98.8	"2934"	"2832"	"4860"	2002/5/4	6	NASA/Jet_Propulsion_Laboratory/Japan_Aerospace_Exploration_Agency/Equatorial_Systems_Brazil	USA/Japan/Brazil	Vandenberg_AFB	Delta	2002-022A	27424	Six-year_chronology_of_the_planet_and_its_hydrological_processes.		www.satellitedebris.net_12/12	http://www.gsfc.nasa.gov/topstory/2003/0528aqua.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx583.html	http://aqua.gsfc.nasa.gov/	http://www.tierramerica.net/2002/0721/iacentos.shtml	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://directory.eoportal.org/pres_AQUA.html																																																																																																																																																																																																																											
EROS_A1_Earth_Resources_Observation_Satellite	NR	Israel	"ImageSat_International_NV/Ministry_of_Defense"	Military/Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	466	477	8.04E-04	97.56	95.4	240			2000/12/5	6	Israel_Aircraft_Industries_IAI	Israel	Svobodny_Cosmodrome	Start_1	2000-079A	26631	"High_resolution_imaging_satellite;_obtain_images_with_terrain_width_of_12.6_km_of_locations_chosen_by_Israeli_military_or_worldwide_commercial_clients;_in_Jan._2001_Ministry_of_Defense_bought_rights_to_all_imaging_of_Israel_and_territories_within_2000_km_radius."		WT	www.spaceandtech.com/spacedata	http://nssdc.gsfc.nasa.gov/spacewarn/spx566.html	http://www.coresw.com/news/isi20001205.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
EROS_B1_Earth_Resources_Observation_Satellite	NR	Israel	"ImageSat_International_NV/Ministry_of_Defense"	Military/Commercial	Earth_Observation	Optical_Imaging	LEO	Sun-Synchronous	0	508	514	4.36E-04	97.4	94.8	350		800	2006/4/25	10	Israel_Aircraft_Industries_IAI	Israel	Svobodny_Cosmodrome	Start_1	2006-014A	29079	"High_resolution_imaging_satellite;_obtain_images_with_resolution_of_0.82_meters_of_locations_chosen_by_Israeli_military_or_worldwide_commercial_clients;_in_Jan._2001_Ministry_of_Defense_bought_rights_to_all_imaging_of_Israel_and_territories_within_2000_km_around_Israel."		www.satellitedebris.net_12/12	http://www.spaceandtech.com/spacedata/logs/2003/erosb1_sumpub.shtml																																																																																																																																																																																																																																
Eurasiasat_1_Turksat_2A	Turkey	Turkey/France	Eurasiasat_SAM/Alcatel_Space	Commercial	Communications		GEO		42.08	"35761"	"35810"	5.81E-04	0.02	1436.06	"3535"	"1900"	"9000"	2001/1/10	15	Alcatel_Space_Industries	France	Guiana_Space_Center	Ariane_4	2001-002A	26666	"32_Ku-band_transponders;_direct-to-home_voice_video_and_data_transmissions_to_countries_between_central_Europe_and_the_Indian_subcontinent."		JM/12_08	http://www.spaceandtech.com/digest/flash2001/flash2001-004.shtml	http://nssdc.gsfc.nasa.gov/spacewarn/spx567.html	http://www.eurasiasat.com/	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																													
Eutelsat_10A_Eutelsat_W-2A	France	Multinational	European_Telecommunications_Satellite_Consortium_EUTELSAT	Commercial	Communications		GEO		10	"35781"	"35822"	4.86E-04	0.03	1436.09	"5900"			2009/4/3	15	Alcatel_Alenia_Space	France	Baikonur_Cosmodrome	Proton_M	2009-016A	34710	"46_Ku-band_10_C-band_transponders_S-band_not_in_service_due_to_anomaly."		JM/7_09	http://www.eutelsat.com/news/media_library/brochures/W2A-flyer.pdf	http:/nssdc.gsfc.nasa.gov/spacewarn/spx666.html																																																																																																																																																																																																																															
Eutelsat_113_West-A_Satmex_6	Mexico	Multinational	Eutelsat_Americas	Commercial	Communications		GEO		-113	"35776"	"35796"	2.37E-04	0.03	1436.1	"5456"	"2310"	"12690"	2006/5/27	15	Space_Systems/Loral	USA	Guiana_Space_Center	Ariane_5_ECA	2006-020A	29162	"36_C-band_24_Ku-band;_CONUS_NAFTA_South_America_Hawaii_Caribbean"		JM/12_08	http://www.arianespace.com/site/news/mission_up_304.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx631.html	http://www.lib.cas.cz/www/space.40/2006/020A.HTM																																																																																																																																																																																																																														
Eutelsat_115_West-A_Satmex_5_	Mexico	Multinational	Eutelsat_Americas	Commercial	Communications		GEO		-114.9	"35779"	"35792"	1.54E-04	0.02	1436.08	"3542"	"2267"	"8800"	1998/12/5	15	Hughes_Space_and_Communications_Company	USA	Guiana_Space_Center	Ariane_42L	1998-070A	25558	"24_C-band_24_Ku-band;_Internet_voice_and_data_analogical_and_digital_television_and_multimedia;_Mexico_sent_more_than_10_engineers_to_work_on_the_satellite_at_Hughes."		JM/12_08		http://www.boeing/com/defense-space/space/bss/factsheets/601/satmex5/satmex5.html	http://www.satmex.com/english/flota/satmex5.php	http://perso.wanadoo.fr/eurospace/espdatabase/																																																																																																																																																																																																																													
Eutelsat_115_West-B	NR	Multinational	Eutelsat_S.A.	Commercial	Communications		GEO		-114.9	"35789"	"35789"	0.00E+00	0	1436				2015/3/2	15	Boeing_Defense_and_Space	USA	Cape_Canaveral	Falcon_9	2015-010B	40425	First_all-electric_satellite_in_Eutelsat's_fleet.		Approximation	http://www.eutelsat.com/en/satellites/future-satellites/EUTELSAT-115WB.html	http://spaceflightnow.com/2015/03/17/innovative-satellites-begin-maneuvers-with-all-electric-thrusters/																																																																																																																																																																																																																															
Eutelsat_12_West_A_Atlantic_Bird_1_	France	Multinational	Eutelsat_S.A.	Commercial	Communications		GEO		-12.43	"35768"	"35805"	4.39E-04	0.11	1436.1	"2700"	"1550"	"5100"	2002/8/28	15	Alenia_Spazio	Italy	Guiana_Space_Center	Ariane_5G	2002-040A	27508	"Twenty_channels_telecommunications_services_between_Europe_and_the_Americas."		JM/12_08	www.eutelsat.com	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.eutelsat.com/satellites/4_1.html																																																																																																																																																																																																																														
Eutelsat_16A_Eutelsat_W3C	France	Multinational	Eutelsat_S.A.	Commercial	Communications		GEO		16	"35779"	"35795"	1.90E-04	0.2	1436.12	"5400"			2011/10/7		Thales_Alenia_Space	France	Xichang_Satellite_Launch_Center	Long_March_3B	2011-057A	37836	53_Ku_and_three_Ka_transponders;_will_provide_capacity_for_broadcasting_and_telecom/data_services_to_Central_Europe_and_Indian_Ocean_islands._Will_support_digital_video_broadcasting_markets_while_coverage_of_Africa_stretching_from_Senegal_to_South_Africa_will_serve_data_and_telecom_markets.		JM/1_12	http://www.broadbandtvnews.com/2011/11/04/new-eutelsat-birds-to-meet-growing-demand/	http://www.eutelsat.com/satellites/16e-W3C.html	http://advanced-television.com/index.php/2011/10/04/eutelsat-expands-eurobird-slot/	http://www.lib.cas.cz/space.40/2011/057A.HTM																																																																																																																																																																																																																													
"Eutelsat_16C_SESAT-1_Siberia-Europe_Satellite"	France	Multinational	Eutelsat_S.A.	Commercial	Communications		GEO		35.96	"35754"	"35817"	7.47E-04	0.07	1436.06	"2500"		"5600"	2000/4/17		Alcatel_Space/NPO_PM_Applied_Mechanics	France/Russia	Baikonur_Cosmodrome	Proton_K	2000-019A	26243	"High-speed_Internet_access_high-volume_data_transmission_video_broadcasting_messaging_and_positioning_services;_18_Ku-band_transponders."		JM/12_08	http://www.lib.cas.cz/www/space.40/2000/019A.HTM	http://www.eutelsat.com/satellites/4_1.html	http://nssdc.gsfc.nasa.gov/spacewarn/spx558.html																																																																																																																																																																																																																														
"Eutelsat_172A_GE-23_AMC-23_Worldsat_3_Americom_23"	USA	Multinational	Eutelsat_S.A.	Commercial	Communications		GEO		172.06	"35772"	"35799"	3.20E-04	0.01	1436.1	"5000"		"13000"	2005/12/29	16	Alcatel_Alenia_Space	France/Italy	Baikonur_Cosmodrome	Proton_M	2005-052A	28924	"Hybrid_C/Ku-band_satellite._20_Ku-band_18_C-band_transponders._Broadcast_Internet_business;_Ku-band_tailored_to_broadband_for_Boeing_Connexion;_Pacific_region."		JM/12_08	http://www.spacenewsfeed.co.uk/2006/1January2006_7.html	http://www.ses-global.com/ses-global/siteSections/mediaroom/Latest_News/29_12_05/index.php	http://www.sat-ge.com/pages/ourcompany.htm	http://www.defense-aerospace.com/cgi-bin/client/modele.pl?prod=31819&session=dae.17286678.1139512222.Q@uTnsOa9dUAAEubvqk&modele=jdc_1	http://www.broadbandtvnews.com/2007/06/18/sat-ge-to-offer-satellite-capacity-across-the-pacific/																																																																																																																																																																																																																												
Eutelsat_25B_EsÅfhail_1	France	Multinational	Eutelsat_S.A./Es'hailSat	Commercial	Communications		GEO		25.5	"35725"	"35767"	4.99E-04	0.08	1434.03				2013/8/29	15	Space_Systems/Loral	USA	Guiana_Space_Center	Ariane_5_ECA	2013-044A	39233	"Partnership_between_Eutelsat_and_the_Doha-based_EsÅfhailSat_the_Qatar_Satellite_Company_-_the_first_of_a_planned_fleet_for_Qatar."		ZARYA	http://www.prnewswire.com/news-releases/launch-success-for-eutelsat-25beshail-1-satellite-221732591.html	http://www.satellitetoday.com/publications/2013/08/30/arianespace-orbits-eutelsat-25beshail-1-and-gsat-7-successfully/	http://www.arianespace.com/news-mission-update/2013/1094.asp																																																																																																																																																																																																																														
"Eutelsat_33A_Eurobird_3_E-bird_"	France	Multinational	Eutelsat_S.A.	Commercial	Communications		GEO		33.14	"35781"	"35790"	1.07E-04	0.05	1436.06	"1525"	"1300"	"1600"	2003/9/27	10	Boeing_Satellite_Systems	USA	Guiana_Space_Center	Ariane_5	2003-043A	27948	20_Ku-band_transponders;_video_and_data_transmission_to_Europe_and_Turkey.		JM/12_08	http://nssdc.gsfc.nasa.gov/spacewarn/spx600.html	http://www.eutelsat.com/satellites/4_1.html	http://perso.wanadoo.fr/eurospace/espdatabase/index.html																																																																																																																																																																																																																														
"Eutelsat_33B_Eutelsat_25C_Eutelsat_70A_Eutelsat_W-5_"	France	Multinational	Eutelsat_S.A.	Commercial	Communications		GEO		25.5	"35780"	"35790"	1.19E-04	0.02	1436.04	"3170"	"1900"	"5900"	2002/11/20	12	Alcatel_Space_Industries	France	Cape_Canaveral	Atlas_IIAS	2002-051A	27554	"Twenty-four_transponders_Ku-band_connectivity_from_western_Europe_through_Middle_East_and_Central_and_South_Asia."		JM/12_08	http://perso.wanadoo.fr/eurospace/espdatabase/index.html	http://www.eutelsat.com/satellites/4_1.html																																																																																																																																																																																																																															
